Column1,academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
2912,รองศาสตราจารย์,ดร. วีระพล ทองมา,Weerapon Thongma,มหาวิทยาลัยแม่โจ้,Maejo University,-,9,5,9,2,13,ปริญญาเอก,ข้าราชการ
2913,รองศาสตราจารย์,ดร. วีระพันธ์ ด้วงทองสุข,Weerapun Duangthongsuk,มหาวิทยาลัยเอเชียอาคเนย์,Southeast Asia University,วิศวกรรมเครื่องกล,1958,21,1591,13,13,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
2914,รองศาสตราจารย์,ดร. วีระวรรณ เรืองยุทธิการณ์,Werawan Ruangyuttikarn,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,นิติเวชศาสตร์,610,32,531,14,81,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
2915,รองศาสตราจารย์,ดร. วีระวัฒน์ อุทัยรัตน์,,มหาวิทยาลัยอีสเทิร์นเอเชีย,University of Eastern Asia,การบริหารการศึกษาและผู้นำการเปลี่ยนแปลง,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
2916,รองศาสตราจารย์,ดร. วีระศักดิ์ คุรุธัช,Werasak Kurutach,มหาวิทยาลัยเทคโนโลยีมหานคร,Mahanakorn University of Technology,วิศวกรรมคอมพิวเตอร์,452,74,401,11,52,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
2917,รองศาสตราจารย์,ดร. วีระศักดิ์ จินารัตน์,,มหาวิทยาลัยการจัดการเทคโนโลยีอีสเทิร์น,Eastern University of Management and Technology,รัฐศาสตร์,,,,1,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
2918,รองศาสตราจารย์,ดร. วีระศักดิ์ ซอมขุนทด,Weerasak Somkhunthot,มหาวิทยาลัยราชภัฏเลย,Loei Rajabhat University,ฟิสิกส์,46,11,44,4,22,ปริญญาเอก,ข้าราชการ
2919,รองศาสตราจารย์,ดร. วีระศักดิ์ ศักดิ์ศิริรัตน์,Weerasak Saksirirat,มหาวิทยาลัยขอนแก่น,Khon Kaen University,โรคพืชที่เกิดจากเชื้อรา,177,32,142,9,57,ปริญญาเอก,ข้าราชการ
2920,รองศาสตราจารย์,ดร. วีระศักดิ์ สุระเรืองชัย,Werasak Surareungchai,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut’s University of Technology Thonburi,เทคโนโลยีชีวภาพ,1211,89,1105,21,180,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
2921,รองศาสตราจารย์,ดร. วีระศักดิ์ อุดมโชค,Veerasak Udomchoke,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,เทคโนโลยีพื้นพิภพ,21,5,21,3,22,ปริญญาเอก,ข้าราชการ
2922,รองศาสตราจารย์,ดร. วีรเทพ พงษ์ประเสริฐ,Weerathep Pongprasert,มหาวิทยาลัยนเรศวร,Naresuan University,กีฏวิทยา,15,2,14,2,6,ปริญญาเอก,ข้าราชการ
2923,ศาสตราจารย์,ดร. วุฑฒิ พันธุมนาวิน,Vutthi Bhanthumnavin,มหาวิทยาลัยชินวัตร,Shinawatra University,ฟิสิกส์,18,12,13,3,13,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
2924,รองศาสตราจารย์,ดร. วุฒิ หวังวัชรกุล,Vute Wangwacharakul,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,เศรษฐศาสตร์เกษตร,15,4,15,2,5,ปริญญาเอก,ข้าราชการ
2925,รองศาสตราจารย์,ดร. วุฒิชัย นาครักษา,Woatthichai Narkrugsa,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,เทคโนโลยีการอาหาร,94,6,83,4,4,ปริญญาเอก,ข้าราชการ
2926,รองศาสตราจารย์,ดร. วุฒิชัย พาราสุข,Vudhichai Parasuk,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เคมี,1153,58,1033,18,87,ปริญญาเอก,ข้าราชการ
2927,รองศาสตราจารย์,ดร. วุฒิชาติ สุนทรสมัย,,มหาวิทยาลัยบูรพา,Burapha University,บริหารธุรกิจ,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
