"academic_rank","thai_db_name","scopus_name","thai_affiliation","eng_affiliation","field","citation_count","doc_count","cited_by_count","h_index","co_author_count","highest_edu","employment_type","field_group","funded_by","missing_scopus","rank_i","passed"
"asso_prof","David James Harding","David J. Harding","มหาวิทยาลัยวลัยลักษณ์","Walailak University","เคมีอนินทรีย์",844,75,587,15,123,"-","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,1
"prof","Kimmo J. Kosonen","Kimmo Kosonen","มหาวิทยาลัยพายัพ","Payap University","-",81,6,75,4,1,"-","อาจารย์วิทยาลัยเอกชน","unknown","private_university",FALSE,3,0
"prof","Larin K. Adams","Larin Adams","มหาวิทยาลัยพายัพ","Payap University","-",NA,NA,NA,1,NA,"-","อาจารย์วิทยาลัยเอกชน","unknown","private_university",TRUE,3,0
"asso_prof","RAYMOND JAMES RITCHIE","Raymond James Ritchie","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","-",2234,91,1783,22,78,"-","ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,1,1
"prof","William Emitt Halal","William E. Halal","มหาวิทยาลัยกรุงเทพ","Bangkok University","-",209,57,202,7,13,"ปริญญาตรี","อาจารย์มหาวิทยาลัยเอกชน","unknown","private_university",FALSE,3,0
"asso_prof","กนก สีจร","Kanok Seejorn","มหาวิทยาลัยขอนแก่น","Khon Kaen University","สูติศาสตร์-นรีเวชวิทยา",90,17,89,6,44,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กนกรัตน์ ศิริพานิชกร","Kanokrat Siripanichakorn","มหาวิทยาลัยมหิดล","Mahidol University","จุลชีววิทยา",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"asso_prof_sp","กนกวรรณ บุญญพิสิฎฐ์","Kanokwan Boonyapisit","มหาวิทยาลัยมหิดล","Mahidol University","อายุรศาสตร์",472,23,469,10,139,"-","ข้าราชการ","medicine","government",FALSE,2,1
"prof","กนกวลัย กุลทนันทน์","Kanokvalai Kulthanan","มหาวิทยาลัยมหิดล","Mahidol University","ตจวิทยา",1520,105,1334,19,390,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,3,1
"asso_prof","กมล เผ่าสวัสดิ์","Sukhit Phaosavasdi","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","ทัศนศิลป์",155,91,126,7,78,"ปริญญาโท","ข้าราชการ","liberal_arts","government",FALSE,1,1
"asso_prof","กมลทิพย์ หาญผดุงกิจ","Kamolthip Harnphadungkit","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์ฟื้นฟู",39,7,37,4,23,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"prof","กมลพร แก้วพรสวรรค์","Kamolporn Kaewpornsawan","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ออร์โธปิดิกส์",190,40,177,6,49,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,0
"asso_prof","กมลพรรณ นามวงศ์พรหม","Kamolpun Namwongprom","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","พฤกษศาสตร์",NA,NA,NA,0,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"asso_prof","กรรณิกา คงสาคร","Kannika Kongsakorn","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","คณิตศาสตร์",NA,NA,NA,0,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"asso_prof","กรรณิกา ชัชวาลวานิช","Kannika Chatchavalvanich","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","สัตววิทยา",120,16,107,8,27,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","กรรณิกา วิทย์สุภากร","Kannika Vitsupakorn","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","เวชศาสตร์ชุมชน",38,6,36,4,13,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"prof","กรรณิการ์ พรพัฒน์กุล","Kannika Phornphutkul","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","อายุรศาสตร์",238,16,235,8,96,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,0
"asso_prof","กรวลัย พันธุ์แพ","Kornvalai Panpae","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","เคมีอนินทรีย์",NA,NA,NA,0,NA,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",TRUE,1,0
"asso_prof","กฤตยา อาชวนิจกุล","Kritaya Archavanitkul","มหาวิทยาลัยมหิดล","Mahidol University","วิจัยประชากรและสังคม",44,5,42,4,11,"ปริญญาโท","ต่ออายุราชการ","social_science","government",FALSE,1,0
"prof","กฤตย์วิกรม ดุรงค์พิศิษฎ์กุล","Kritvikrom Durongpisitkul","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",1326,53,1236,14,135,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,1
"asso_prof","กฤตวัน ศิริบูรณ์","Kritawan Siriboon","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมคอมพิวเตอร์",35,15,27,4,14,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"prof","กฤษฎา รัตนโอฬาร","Krisada Ratana-Olarn","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ระบบปัสสาวะ",287,33,277,9,60,"ปริญญาตรี","ต่ออายุราชการ","medicine","government",FALSE,3,0
"asso_prof","กฤษณา ปทีปโชติวงศ์","Kritsana Pathepchotiwong","มหาวิทยาลัยมหิดล","Mahidol University","จุลทรรศน์ศาสตร์คลินิก",66,5,66,2,14,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","กฤษณา เพ็งสา","Krisana Pengsaa","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",1434,46,1216,15,128,"ปริญญาตรี","ต่ออายุราชการ","medicine","government",FALSE,3,1
"asso_prof","กฤษณา เลิศสุขประเสริฐ","Krisna Lertsukprasert","มหาวิทยาลัยมหิดล","Mahidol University","โสต ศอ นาสิก ลาริงซ์วิทยา",76,10,75,4,53,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กฤษณ์ ปิ่นทอง","Krit Pinthong","มหาวิทยาลัยราชภัฏสุรินทร์","Surindra Rajabhat University","ชีววิทยา",179,56,117,7,95,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","กอบกาญจน์ ทองประสม","Kobkan Thongprasom","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","-",1942,51,1232,19,148,"-","ข้าราชการ","unknown","government",FALSE,3,1
"prof","กอบชัย พัววิไล","Gobchai Puavilai","มหาวิทยาลัยมหิดล","Mahidol University","อายุรศาสตร์",763,46,738,14,105,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,1
"asso_prof","กัญญนันทน์ กฤษศิริวุฒินันท์","Kanyanan Kritsiriwuthinan","มหาวิทยาลัยรังสิต","Rangsit University","จุลชีววิทยา",53,10,51,5,21,"ปริญญาโท","อาจารย์มหาวิทยาลัยเอกชน","natural_science","private_university",FALSE,1,0
"asso_prof","กันยารัตน์ โตธนะรุ่งโรจน์","Kanyarat Totanarungroj","มหาวิทยาลัยมหิดล","Mahidol University","สูติ-นรีเวชวิทยา",25,8,25,3,12,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","กัมพล แก้วเกษ","Kampon Kaeoket","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์ เธนุเวชวิทยา และวิทยาการสืบพันธุ์",612,47,413,15,69,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","กัลณกา สาธิตธาดา","Gannaga Satittada","มหาวิทยาลัยแม่ฟ้าหลวง","Mae Fah Luang University","ฟิสิกส์",5,6,5,1,9,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","กัลยา ภราไดย","Kalaya Pharadai","มหาวิทยาลัยอีสเทิร์นเอเชีย","University of Eastern Asia","-",207,8,154,8,15,"ปริญญาโท","อาจารย์มหาวิทยาลัยเอกชน","unknown","private_university",FALSE,1,1
"asso_prof","กัลยา ศรีสุวรรณ","Galaya Srisuwan","มหาวิทยาลัยวลัยลักษณ์","Walailak University","วิศวกรรมสิ่งแวดล้อม",33,3,32,3,6,"-","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","กัลยา เจือจันทร์","Kanlaya Chuachan","มหาวิทยาลัยขอนแก่น","Khon Kaen University","อายุรศาสตร์",3,3,3,1,12,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กัลยาณี คุปตานนท์","Kalayanee Kooptarnond","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","เคมี",182,31,171,7,35,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","กัลลยานี ดวงฉวี","Galayanee Doungchawee","มหาวิทยาลัยมหิดล","Mahidol University","พยาธิชีววิทยา",212,23,190,9,66,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","กาญจนะ แก้วกำเนิด","Kanchana Keowkamnerd","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","!! รอแก้ไข !!",41,4,39,2,10,"-","ข้าราชการ","unknown","government",FALSE,1,0
"asso_prof","กาญจนา จันทร์ประเสริฐ","Kanjana Chanprasert","มหาวิทยาลัยรังสิต","Rangsit University","ฟิสิกส์",33,4,32,4,13,"ปริญญาโท","อาจารย์มหาวิทยาลัยเอกชน","natural_science","private_university",FALSE,1,0
"asso_prof","กาญจนา ชาญสง่าเวช","Kanjana Chansa-Ngavej","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","จุลชีววิทยา",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"asso_prof","กาญจนา ตั้งนรารัชชกิจ","Kanchana Tangnararatchakit","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",687,43,626,14,143,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","กาญจนา นาถะพินธุ","Ganjana Nathapindhu","มหาวิทยาลัยขอนแก่น","Khon Kaen University","สาธารณสุขศาสตร์",3,2,2,1,7,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กาวี ศรีกูลกิจ","Kawee Srikulkit","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","วัสดุศาสตร์",671,39,652,9,48,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,1
"asso_prof","กำพล ประทีปชัยกูร","Gumpon Prateepchaikul","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","วิศวกรรมเครื่องกล",466,43,364,13,49,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"prof_high","กำแหง จาตุรจินดา","Kamheang Chaturachinda","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์-นรีเวชวิทยา",542,131,465,12,137,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,4,1
"asso_prof","กิจจา อุไรรงค์","Kitcha Urairong","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","ศัลยศาสตร์",314,4,314,4,29,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กิตติ จันทร์เลิศฤทธิ์","Kitti Chunlertrith","มหาวิทยาลัยขอนแก่น","Khon Kaen University","โรคทางเดินอาหาร",88,14,86,6,50,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กิตติ จิระรัตนโพธิ์ชัย","Kitti Jiraratanaphochai","มหาวิทยาลัยขอนแก่น","Khon Kaen University","ศัลยศาสตร์ออร์โธปิดิคส์",1,2,1,1,6,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof_sp","กิตติณัฐ กิจวิกัย","Kittinut Kijvikai","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ระบบทางเดินปัสสาวะ",430,35,423,8,79,"-","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,2,1
"asso_prof","กิตติศักดิ์ กิจทวีสิน","Kitthisak Kitthaweesin","มหาวิทยาลัยขอนแก่น","Khon Kaen University","จักษุวิทยา",84,16,77,5,20,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","กิติพงค์ มะโน","Kitipong Mano","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","ครุศาสตร์วิศวกรรม",5,3,5,1,10,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","กิติรัตน์ อังกานนท์","Kitirat Ungkanon","มหาวิทยาลัยมหิดล","Mahidol University","โสต นาสิก ลาริงซ์วิทยา",14,2,13,2,14,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กิติรัตน์ เตชะไตรศักดิ์","Kitirat Techatraisak","มหาวิทยาลัยมหิดล","Mahidol University","ต่อมไร้ท่อทางนรีเวช",977,46,957,12,95,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","กิมาพร ขมะณะรงค์","Kimaporn Khamanarong","มหาวิทยาลัยขอนแก่น","Khon Kaen University","กายวิภาคศาสตร์",196,22,196,5,45,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","กิ่งแก้ว ปาจรีย์","Kingkaew Pajareya","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์ฟื้นฟู",146,7,138,5,11,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กิ่งแก้ว เกษโกวิท","Kingkaew Ketkowit","มหาวิทยาลัยขอนแก่น","Khon Kaen University","สาธารณสุขศาสตร์",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","medicine","government",TRUE,1,0
"prof","กุลกัญญา โชคไพบูลย์กิจ","Kulkanya Chokephaibulkit","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",4365,241,3723,32,2192,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,1
"asso_prof","กุลนภา ฟู่เจริญ","Goonnapa Fucharoen","มหาวิทยาลัยขอนแก่น","Khon Kaen University","เทคนิคการแพทย์",3119,168,1469,31,214,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","กุลนารี สิริสาลี","Kulnaree Sirisalee","มหาวิทยาลัยมหิดล","Mahidol University","-",18,4,18,3,12,"ปริญญาโท","ข้าราชการ","unknown","government",FALSE,1,0
"asso_prof","กุลนุช ชาญชัยรุจิรา","Kullanuch Chanchairujira","มหาวิทยาลัยมหิดล","Mahidol University","รังสีวินิจฉัย",200,7,200,6,21,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","กุลภา ศรีสวัสดิ์","Gulapar Srisawasdi","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์ฟื้นฟู",23,6,23,3,25,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","กุลยา นาคสวัสดิ์","Kulaya Narksawat","มหาวิทยาลัยมหิดล","Mahidol University","ระบาดวิทยา",127,14,125,7,38,"ปริญญาโท","ต่ออายุราชการ","natural_science","government",FALSE,1,0
"asso_prof","กุศล สุนทรธาดา","Kusol Soonthorndhada","มหาวิทยาลัยมหิดล","Mahidol University","วิจัยประชากรและสังคม",247,17,234,9,28,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,1,1
"asso_prof","ขนิษฐา แซ่ตั้ง","K. Sae-Tang","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมอิเล็กทรอนิกส์",3,7,3,1,3,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"prof","ขวัญชัย ศุภรัตน์ภิญโญ","Khuanchai Supparatpinyo","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","โรคติดเชื้อ",4250,99,3080,34,672,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,1
"asso_prof","ขินะวัฒน์ มุกคพันธุ์","Chinawat Muktabhant","มหาวิทยาลัยขอนแก่น","Khon Kaen University","วิศวกรรมโยธา",4,2,4,1,6,"-","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","คงศักดิ์ ธาตุทอง","Kongsak Thathong","มหาวิทยาลัยขอนแก่น","Khon Kaen University","การมัธยมศึกษา",15,8,15,2,8,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","liberal_arts","gov_university",FALSE,1,0
"asso_prof","คณดิถ เจษฎ์พัฒนานนท์","Kanadit Chetpattananondh","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","วิศวกรรมไฟฟ้า",108,18,108,4,32,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","คณาธิป ทองรวีวงศ์","Kanathip Thongraweewong","มหาวิทยาลัยเกษมบัณฑิต","Kasem Bundit University","กฎหมายสังคม",NA,NA,NA,0,NA,"ปริญญาโท","อาจารย์มหาวิทยาลัยเอกชน","social_science","private_university",TRUE,1,0
"asso_prof","คณิต สัมบุณณานนท์","Kanit Sumboonnanonda","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์",111,6,106,4,20,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","คณิตา ตังคณานุรักษ์","Kanita Tungkananuruk","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","เคมีวิเคราะห์",4,3,4,2,7,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","คมสัน จิระภัทรศิลป","Komson Jirapattarasilp","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","ครุศาสตร์อุตสาหกรรม",30,11,24,3,11,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","คมสัน สุริยะ","Komsan Suriya","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","เศรษฐศาสตร์",13,17,11,2,73,"ปริญญาโท","ข้าราชการ","social_science","government",FALSE,1,0
"asso_prof","ครรชิต มาลัยวงศ์","Kanchit Malaivongs","สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ","National Science and Technology Development Agency","วิศวกรรมศาสตร์",5,12,5,2,20,"-","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ครรชิตเทพ ตั่นเผ่าพงษ์","Kunchitthape Tanpowpong","มหาวิทยาลัยมหิดล","Mahidol University","โสต ศอ นาสิกวิทยา",95,17,91,4,37,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","คัดเค้า วงษ์สวรรค์","Kudkao Vongsavan","มหาวิทยาลัยมหิดล","Mahidol University","ทันตกรรมสำหรับเด็ก",133,34,113,7,40,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","คุณเมตตจิตต์ นวจินดา","Mettachit Nawachinda","มหาวิทยาลัยนเรศวร","Naresuan University","ทันตกรรมหัตถการ",NA,NA,NA,0,NA,"-","ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",TRUE,1,0
"asso_prof","งามจิตต์ เกษตรสุวรรณ","Ngamjit Kasetsuwan","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","จักษุวิทยา",412,37,401,9,69,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","งามนิตย์ วงษ์เจริญ","Ngamnit Wongcharoen","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","ฟิสิกส์",63,21,63,3,4,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","งามแข เรืองวรเวทย์","Ngamkae Ruangvaravate","มหาวิทยาลัยมหิดล","Mahidol University","จักษุวิทยา",109,20,108,6,54,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","จงดี อาวเจนพงษ์","Chongdee Aojanepong","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์",122,8,122,4,23,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","จงรักษ์ บุญเส็ง","Chongrag Boonseng","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมไฟฟ้า",107,31,107,5,32,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"prof","จงรักษ์ ผลประเสริฐ","Chongrak Polprasert","สถาบันเทคโนโลยีแห่งเอเชีย","Asian Institute of Technology","วิศวกรรมสิ่งแวดล้อม",2678,139,2450,26,179,"-","ข้าราชการ","engineering","government",FALSE,3,1
"asso_prof","จตุพร บานชื่น","Jatuporn Banchuen","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","รัฐศาสตร์",NA,NA,NA,0,NA,"ปริญญาโท","ข้าราชการ","social_science","government",TRUE,1,0
"asso_prof","จตุพร หนูสุด","Jatuporn Noosud","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","เวชศาสตร์คลินิกสัตว์เลี้ยง",11,8,11,2,27,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","จตุรัตน์ กันต์พิทยา","Jaturat Kanpittaya","มหาวิทยาลัยขอนแก่น","Khon Kaen University","ทันตรังสีวินิจฉัย",352,27,291,13,73,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","จรวยพร สุภาพ","Jarueyporn Suparp","มหาวิทยาลัยมหิดล","Mahidol University","-",22,4,22,2,14,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,1,0
"asso_prof","จริยา บุญหงษ์","Jariya Boonhong","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","เวชศาสตร์ฟื้นฟู",99,11,94,5,19,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"prof","จริยา เลิศอรรฆยมณี","Jariya P. Lertakyamanee","มหาวิทยาลัยมหิดล","Mahidol University","วิสัญญีวิทยา",292,32,277,11,88,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,3,0
"asso_prof","จริยา เล็กประยูร","Chariya Lekprayoon","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","ชีววิทยา",304,20,263,8,39,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","จริยา เหนียนเฉลย","Jariya Neanchaleay","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","ครุศาสตร์เทคโนโลยี",12,9,12,2,14,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","จรีพร ศรีทอง","Chareeporn Srithong","มหาวิทยาลัยรามคำแหง","Ramkhamhaeng University","การบริหารทั่วไป",NA,NA,NA,0,NA,"ปริญญาโท","ข้าราชการ","social_science","government",TRUE,1,0
"asso_prof","จรูญศักดิ์ สมบูรณ์พร","Charoonsak Somboonporn","มหาวิทยาลัยขอนแก่น","Khon Kaen University","รังสีวิทยา",47,15,47,4,25,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","จอมขวัญ สุวรรณรักษ์","Jomkhwun Suwannarak","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","Rajamangala University of Technology Phra Nakhon","อาหารและโภชนาการ",2,2,2,1,2,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","จักรกฤษณ์ พิญญาพงษ์","Jakkrite Pinyaphong","มหาวิทยาลัยราชภัฏอุตรดิตถ์","Uttaradit Rajabhat University","วิทยาศาสตร์สุขภาพ",2,2,2,1,5,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","จักรกฤษณ์ สุขยิ่ง","Chakrit Sukying","มหาวิทยาลัยมหิดล","Mahidol University","จิตเวชศาสตร์",93,7,89,5,15,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","จักรพงษ์ พิมพ์พิมล","Jakraphong Phimphimol","มหาวิทยาลัยแม่โจ้","Maejo University","เทคโนโลยีหลังการเก็บเกี่ยว",0,2,0,0,6,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","จักรพันธ์ เอื้อนรเศรษฐ์","Chakrapan Euanorasetr","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ทั่วไป",61,15,61,4,22,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","จันทร์ชัย เจรียงประเสริฐ","Chanchai Jariengprasert","มหาวิทยาลัยมหิดล","Mahidol University","โสต ศอ นาสิกวิทยา",105,9,105,5,49,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","จันท์ฑิตา พฤกษานานนท์","Chandhita Pruksananonda","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","กุมารเวชศาสตร์",220,15,195,7,26,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","จามรี ธีรตกุลพิศาล","Jamaree Teeratakulpisarn","มหาวิทยาลัยขอนแก่น","Khon Kaen University","กุมารเวชศาสตร์",1425,30,1341,13,948,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"prof","จารุพิมพ์ สูงสว่าง","Jaruprim Soongsawang","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",23,2,23,2,13,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,0
