"academic_rank","thai_db_name","scopus_name","thai_affiliation","eng_affiliation","field","citation_count","doc_count","cited_by_count","h_index","co_author_count","highest_edu","employment_type","field_group","funded_by","missing_scopus","rank_i","passed"
"asso_prof","ผกาพรรณ เกียรติชูสกุล","Pakaphan Kiatchoosakun","มหาวิทยาลัยขอนแก่น","Khon Kaen University","กุมารเวชศาสตร์",180,30,176,9,78,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ผุสดี ยศเนืองนิตย์","Pusadee Yotnuengnit","มหาวิทยาลัยมหิดล","Mahidol University","ปริทันตวิทยา",104,5,104,5,15,"ปริญญาโท","ต่ออายุราชการ","medicine","government",FALSE,1,0
"asso_prof","ผุสตี ปริยานนท์","Putsatee Pariyanonth","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","ชีววิทยา",17,3,17,2,12,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","พงศกร ตันติลีปิกร","Pongsakorn Tantilipikorn","มหาวิทยาลัยมหิดล","Mahidol University","โสต นาสิก ลาริงซ์วิทยา",529,44,515,12,392,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"prof","พงศ์ธารา วิจิตเวชไพศาล","Phongthara Vichitvejpaisal","มหาวิทยาลัยมหิดล","Mahidol University","-",132,19,132,4,56,"ปริญญาตรี","ข้าราชการ","unknown","government",FALSE,3,0
"asso_prof","พงศ์ภารดี เจาฑะเกษตริน","Pongparadee Chaudakshetrin","มหาวิทยาลัยมหิดล","Mahidol University","-",350,15,349,5,116,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,1,1
"asso_prof","พงศ์ราม รามสูต","Pongrama Ramasoota","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์สังคมและสิ่งแวดล้อม",615,64,572,14,228,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,1
"asso_prof","พงศ์ศักดิ์ ชลธนสวัสดิ์","Pongsak Chontanaswat","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","เกษตรกลวิธาน",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"prof","พงษ์ศักดิ์ ชัยศิลป์วัฒนา","Pongsakdi Chaisilwattana","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์-นรีเวชวิทยา",535,36,512,9,100,"ปริญญาตรี","ต่ออายุราชการ","medicine","government",FALSE,3,1
"asso_prof","พงษ์ศักดิ์ โค้วสถิตย์","Pongsak Khowsathit","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",465,32,456,10,70,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","พจน์ชวิทย์ อภินิเวศ","Potchavit Aphinives","มหาวิทยาลัยขอนแก่น","Khon Kaen University","ศัลยศาตร์ทั่วไป",78,16,76,5,32,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พจมาน ศรีนวรัตน์","Potchaman Sinavarat","มหาวิทยาลัยมหิดล","Mahidol University","ทันตกรรมประดิษฐ์",12,4,12,2,6,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","พชร มงคลสุข","Pachara Mongkolsuk","มหาวิทยาลัยรามคำแหง","Ramkhamhaeng University","ชีววิทยา",225,15,178,9,52,"ปริญญาโท","ต่ออายุราชการ","natural_science","government",FALSE,1,0
"asso_prof","พนัสยา เธียรธาดากุล","Panutsaya Tientadakul","มหาวิทยาลัยมหิดล","Mahidol University","พยาธิวิทยาคลินิก",137,17,129,4,37,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"prof","พนิดา โกสียรักษ์วงศ์","Panida Kosrirukvongs","มหาวิทยาลัยมหิดล","Mahidol University","จักษุวิทยา",522,34,470,13,75,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,3,0
"asso_prof","พรชัย มูลพฤกษ์","Pornchai Mulpruek","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ออร์โธปิดิคส์",137,13,130,4,28,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"prof","พรชัย สิมะโรจน์","Pornchai Simaroj","มหาวิทยาลัยมหิดล","Mahidol University","จักษุวิทยา",30,6,30,3,16,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,3,0
"prof","พรชัย โอเจริญรัตน์","Pornchai O-Charoenrat","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ศรีษะ คอ และเต้านม",2478,56,2104,26,143,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,1
"asso_prof","พรทวี พึ่งรัศมี","Pontawee Pungrassamee","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","วิทยาศาสตร์ทางภาพถ่ายและเทคโนโลยีทางการพิมพ์",27,7,19,3,10,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","พรทิพย์ คำพอ","Pontip Kompor","มหาวิทยาลัยขอนแก่น","Khon Kaen University","สาธารณสุขศาสตร์",67,16,51,4,52,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พรทิพย์ บุญเรืองศรี","Porntip Boonruangsri","มหาวิทยาลัยขอนแก่น","Khon Kaen University","-",47,6,43,3,16,"ปริญญาโท","ข้าราชการ","unknown","government",FALSE,1,0
"asso_prof","พรพรรณ ชินณพงษ์","Pornpan Chinnapong","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","การวางแผนชุมชนเมืองและสภาพแวดล้อม",NA,NA,NA,1,NA,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",TRUE,1,0
"asso_prof","พรพรหม เมืองแมน","Pornprom M. Muangman","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์อุบัติเหตุ",1119,48,865,21,81,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พรพิมล เรืองวุฒิเลิศ","Pornpimol Ruangvutilert","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์และนรีเวชวิทยา",308,32,295,10,100,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พรรณชลัท สุริโยธิน","Phanchalath Suriyothin","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","สถาปัตยกรรม",0,2,0,0,1,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","พรรณทิพา ฉัตรชาตรี","Pantipa Chatchatee","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","กุมารเวชศาสตร์",1430,46,1016,16,181,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"prof","พรรณี ปิติสุทธิธรรม","Punnee Pitisuttithum","มหาวิทยาลัยมหิดล","Mahidol University","อายุรศาสตร์เขตร้อน",12196,181,7138,42,1202,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,1
"asso_prof","พรรณี พิเดช","Phanee Pidetcha","มหาวิทยาลัยมหิดล","Mahidol University","เทคนิคการแพทย์",297,27,263,11,70,"ปริญญาโท","ต่ออายุราชการ","medicine","government",FALSE,1,1
"prof","พรรณแข มไหสวริยะ","Punkae Mahaisavariya","มหาวิทยาลัยมหิดล","Mahidol University","ตจวิทยา",122,12,121,7,31,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,3,0
"asso_prof","พรรนิภา ศิริเพิ่มพูล","Punnipa Siripermpool","มหาวิทยาลัยบูรพา","Burapha University","จุลชีววิทยา",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"asso_prof","พรรัชนี แสวงกิจ","Pornrachanee Sawaengkit","มหาวิทยาลัยมหิดล","Mahidol University","ทันตกรรมจัดฟัน",40,12,40,4,17,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","พรศรี ตันตินิติ","Pornsri Tantiniti","มหาวิทยาลัยรังสิต","Rangsit University","-",65,8,65,2,24,"ปริญญาโท","อาจารย์มหาวิทยาลัยเอกชน","unknown","private_university",FALSE,1,0
"asso_prof","พรศักดิ์ อรรถวานิช","Pornsak Attavanich","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมอุตสาหการ",NA,NA,NA,1,NA,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",TRUE,1,0
"prof_high","พรสวรรค์ วสันต์","Pornswan Wasant","มหาวิทยาลัยมหิดล","Mahidol University","การพยาบาลกุมารเวชศาสตร์",362,45,318,11,148,"ปริญญาตรี","ต่ออายุราชการ","medicine","government",FALSE,4,0
"asso_prof","พรสุข บุญสุภา","Pornsuk Chaisuk","มหาวิทยาลัยรามคำแหง","Ramkhamhaeng University","ภาษาอังกฤษและภาษาศาสตร์",NA,NA,NA,1,NA,"ปริญญาโท","ต่ออายุราชการ","liberal_arts","government",TRUE,1,0
"prof","พรเทพ เลิศทรัพย์เจริญ","Pornthep Lertsapcharoen","มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย","Mahachulalongkornrajavidyalaya University","กุมารเวชศาสตร์",234,30,218,9,60,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,0
"asso_prof","พร้อมจิต ศรลัมพ์","Promchit Saralamp","มหาวิทยาลัยมหิดล","Mahidol University","-",228,12,197,6,17,"ปริญญาโท","ต่ออายุราชการ","unknown","government",FALSE,1,1
"asso_prof","พฤหัส จันทร์ประภาพ","Pharuhas Chanprapaph","มหาวิทยาลัยมหิดล","Mahidol University","-",759,59,637,16,75,"ปริญญาตรี","ข้าราชการ","unknown","government",FALSE,1,1
"prof","พลศักดิ์ จีระวิพูลวรรณ","Polasak Jeeravipoolvarn","มหาวิทยาลัยขอนแก่น","Khon Kaen University","ออร์โทปิดิกส์",209,18,209,7,43,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,0
"asso_prof","พลอยศรี โปราณานนท์","Ploysri Porananond","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","การท่องเที่ยว",8,3,7,2,1,"ปริญญาโท","ข้าราชการ","social_science","government",FALSE,1,0
"prof","พลอากาศเอก ดร. สมเด็จพระเจ้าลูกเธอเจ้าฟ้าจุฬาภรณวลัยลักษณ์ มหิดล","Chulabhorn Mahidol","มหาวิทยาลัยมหิดล","Mahidol University","-",4206,137,3839,33,338,"ปริญญาเอก","ข้าราชการ","unknown","government",FALSE,3,1
"asso_prof","พวงสร้อย วรกุล","Puangsoi Worakul","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","จิตเวชศาสตร์",96,11,96,6,25,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พัชรินทร์ เหมโชติ","Patcharin Hemchote","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","คณิตศาสตร์",11,3,11,2,3,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","พัชรี วรกิจพูนผล","Patcharee Woragidpoonpol","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","การพยาบาลกุมารเวชศาสตร์",0,2,0,0,7,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พัชรี หอวิจิตร","Patcharee Hovichitr","มหาวิทยาลัยขอนแก่น","Khon Kaen University","-",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","unknown","government",TRUE,1,0
"asso_prof","พัชรีพร เรืองจิระชูพร (แซ่เซียว)","Patchareeporn Saeseow","มหาวิทยาลัยขอนแก่น","Khon Kaen University","โสต ศอ นาสิก ลาริงซ์วิทยา",30,6,30,3,12,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พัญญู พันธ์บูรณะ","Panyu Panburana","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์และนรีเวชวิทยา",331,36,314,11,101,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พัฒนพงศ์ เทียนชัย","Pattanapong Tianchai","มหาวิทยาลัยแม่โจ้","Maejo University","คณิตศาสตร์",2,6,2,1,2,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","พัฒน์ มหาโชคเลิศวัฒนา","Pat Mahachoklertwattana","มหาวิทยาลัยมหิดล","Mahidol University","กุมารเวชศาสตร์",1045,71,971,16,132,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,1
"asso_prof","พันตำรวจตรี ดร. ดนุวศิน เจริญ","Danuvasin Charoen","สถาบันบัณฑิตพัฒนบริหารศาสตร์","National Institute of Development Administration","บริหารธุรกิจ",32,12,32,3,15,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,1,0
"asso_prof","พันตำรวจเอก ดร. ประพนธ์ สหพัฒนา","Prapon Sahapattana","สถาบันบัณฑิตพัฒนบริหารศาสตร์","National Institute of Development Administration","การบริหารงานยุติธรรมทางอาญา",1,3,1,1,2,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,1,0
"asso_prof","พันตำรวจโท ดร. ศิริวรรณ อนันต์โท","Siriwan Anantho","มหาวิทยาลัยสุโขทัยธรรมาธิราช","Sukhothai Thammathirat Open University","นิเทศศาสตร์",NA,NA,NA,1,NA,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","liberal_arts","gov_university",TRUE,1,0
"asso_prof","พันธุ์ศักดิ์ ลักษณบุญส่ง","Pansak Laksanabunsong","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ทรวงอก",65,15,65,5,46,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","พันธุ์เทพ อังชัยสุขศิริ","Pantep Angchaisuksiri","มหาวิทยาลัยมหิดล","Mahidol University","อายุรศาสตร์",2801,81,2427,28,4489,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พันโทหญิง ดร. สุพิน ชมภูพงษ์","Supin Chompoopong","มหาวิทยาลัยมหิดล","Mahidol University","กายวิภาคศาสตร์",362,26,347,10,62,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พานทิพย์ แสงประเสริฐ","Pantip Sangprasert","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","การพยาบาลอนามัยชุมชน",5,3,5,1,7,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พาสน์ศิริ นิสาลักษณ์","Passiri Nisalak","มหาวิทยาลัยมหิดล","Mahidol University","ทันตกรรมจัดฟัน",7,14,6,2,20,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","พิชัย คูศิริวานิชกร","P. Koosirivanichakorn","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมอิเล็กทรอนิกส์",0,3,0,0,3,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","พิชัย วิทยากิตติพงษ์","P. Vittayakittipong","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","ศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล",61,4,61,3,9,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พิชัย ศุจิจันทรรัตน์","Phichaya Sujijantararat","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ยูโรวิทยา",91,15,88,4,28,"ปริญญาตรี","ต่ออายุราชการ","medicine","government",FALSE,1,0
"asso_prof","พิชิต ตรีวิทยรัตน์","Pichit Trivitayaratana","มหาวิทยาลัยมหิดล","Mahidol University","รังสีเทคนิค",36,11,36,4,9,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","พิชิต ลำยอง","Pichit Lumyong","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมไฟฟ้า",33,15,31,3,15,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"prof","พิทยภูมิ ภัทรนุธาพร","Pittayapoom Pattaranutaporn","มหาวิทยาลัยมหิดล","Mahidol University","รังสีวิทยา",501,29,488,10,130,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,1
"asso_prof","พิทยา จารุพูนผล","Phitaya Charupoonphol","มหาวิทยาลัยมหิดล","Mahidol University","อนามัยครอบครัว",66,15,65,5,50,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","พินัย ทองสวัสดิ์วงศ์","Pinai Thongsawatwong","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","-",9,3,9,2,5,"ปริญญาโท","ข้าราชการ","unknown","government",FALSE,1,0
"asso_prof","พิพัฒน์ ลักษมีจรัลกุล","Pipat Luksamijarulkul","มหาวิทยาลัยมหิดล","Mahidol University","จุลชีววิทยา",312,37,243,11,59,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","พิพัฒน์ เจิดรังษี","Pipat Cherdrungsi","มหาวิทยาลัยมหิดล","Mahidol University","-",23,10,19,2,20,"ปริญญาโท","ต่ออายุราชการ","unknown","government",FALSE,1,0
"asso_prof","พิพัฒน์ เชี่ยววิทย์","Pipat Chiewvit","มหาวิทยาลัยมหิดล","Mahidol University","รังสีวินิจฉัย",200,31,199,8,115,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"prof","พิภพ จิรภิญโญ","Pipop Jirapinyo","มหาวิทยาลัยมหิดล","Mahidol University","-",1145,56,1124,11,165,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,3,1
"asso_prof","พิภพ พรหมสุทธิรักษ์","P. Promsuttirak","มหาวิทยาลัยศิลปากร","Silapakorn University","กายวิภาคศาสตร์",0,2,0,0,1,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พิมพร ลีลาพรพิสิฐ","Pimporn Leelapornpisid","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","เภสัชศาสตร์",335,42,318,11,94,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","พิศาล ไม้เรียง","Pisaln Mairiang","มหาวิทยาลัยขอนแก่น","Khon Kaen University","โรคทางเดินอาหาร",1484,60,1089,19,202,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","พิศิษฐ์ วัฒนสมบูรณ์","Pisit Vatanasomboon","มหาวิทยาลัยมหิดล","Mahidol University","วิทยาศาสตร์อนามัยสิ่งแวดล้อม",32,7,28,4,12,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","พิษณุ อุตตมะเวทิน","Pissanu Uttamavatin","มหาวิทยาลัยขอนแก่น","Khon Kaen University","โภชนวิทยา",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","natural_science","government",TRUE,1,0
"prof","พิสิฐ ตั้งกิจวานิชย์","Pisit Tangkijvanich","มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย","Mahachulalongkornrajavidyalaya University","ชีวเคมี",3276,172,2910,30,435,"ปริญญาโท","ข้าราชการ","natural_science","government",FALSE,3,1
"asso_prof","พิไล เลิศพงศ์พิรุฬห์","Philai Lertpongpiroon","มหาวิทยาลัยราชภัฏเชียงใหม่","Chiang Mai Rajabhat University","เศรษฐศาสตร์",NA,NA,NA,1,NA,"ปริญญาโท","ข้าราชการ","social_science","government",TRUE,1,0
"prof","พิไลพันธ์ พุธวัฒนะ","Pilaipan Puthavathana","มหาวิทยาลัยมหิดล","Mahidol University","ไวรัสวิทยา",5523,147,4366,30,738,"ปริญญาโท","ต่ออายุราชการ","medicine","government",FALSE,3,1
"asso_prof","พีรพนธ์ ลือบุญธวัชชัย","Peeraphon Lueboonthavatchai","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","จิตเวชศาสตร์",150,7,149,5,23,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พีระพล วอง","Peerapon Wong","มหาวิทยาลัยนเรศวร","Naresuan University","อายุรศาสตร์โลหิตวิทยา",56,16,54,4,70,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","พีระวุฒิ สุวรรณจันทร์","Peerawut Suwanjan","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","ครุศาสตร์วิศวกรรม",153,27,122,6,36,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","พูนทรัพย์ วงศ์สุรเกียรติ์","Phunsup Wongsurak<U+0131>at","มหาวิทยาลัยมหิดล","Mahidol University","โรคระบบการหายใจและวัณโรค",419,19,364,10,92,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พูนพิลาส หงษ์มณี","Poonpilas Hongmanee","มหาวิทยาลัยมหิดล","Mahidol University","พยาธิทยา",604,15,545,10,75,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","พูนศรี รังษีขจี","Poonsri Rangseekajee","มหาวิทยาลัยขอนแก่น","Khon Kaen University","จิตเวชศาสตร์",82,16,82,5,61,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","พูนศักดิ์ แสงสันต์","Poonsak Sangsunt","มหาวิทยาลัยรามคำแหง","Ramkhamhaeng University","การเงินและการธนาคาร",NA,NA,NA,0,NA,"ปริญญาโท","ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",TRUE,1,0
"asso_prof","พูนสุข ช่วยทอง","Poonsuk Shuaytong","มหาวิทยาลัยมหิดล","Mahidol University","อนามัยแม่และเด็กและการวางแผนครอบครัว",9,2,9,2,7,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","liberal_arts","gov_university",FALSE,1,0
"asso_prof","ภณิตา สุนทรไชย","Phanita Soonthornchai","มหาวิทยาลัยราชภัฏมหาสารคาม","Rajabhat Maha Sarakham University","บัญชี การเงิน และการธนาคาร",NA,NA,NA,0,NA,"ปริญญาโท","ข้าราชการ","social_science","government",TRUE,1,0
"asso_prof","ภพ โกศลารักษ์","Pope Kosalaraksa","มหาวิทยาลัยขอนแก่น","Khon Kaen University","กุมาเวชศาสตร์",1497,116,1303,23,1443,"ปริญญาโท","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ภฤศ หาญอุตสาหะ","Prut Hanutsaha","มหาวิทยาลัยมหิดล","Mahidol University","จักษุวิทยา",275,16,262,6,70,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,1,0
"prof_sp","ภักดี โพธิศิริ","Pakdee Pothisiri","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","-",98,10,86,4,11,"-","ข้าราชการ","unknown","government",FALSE,5,0
"asso_prof","ภัคคินี ชิตสกุล","Pakkinee Chitsakul","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","คณิตศาสตร์",8,5,8,1,7,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ภัชราภรณ์ สุวรรณวิทยา","Patcharaporn Suwanvitaya","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","วิศวกรรมสิ่งแวดล้อม",7,4,7,1,6,"ปริญญาโท","ข้าราชการ","engineering","government",FALSE,1,0
"prof_sp","ภัทรา คูระทอง","Pathra Kurathong","มหาวิทยาลัยศรีนครินทรวิโรฒ","Srinakharinwirot University","-",4,2,4,2,3,"-","ข้าราชการ","unknown","government",FALSE,5,0
"asso_prof","ภาคภูมิ สุปิยพันธุ์","Pakpoom Supiyapan","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","โสต นาสิก ลาริงซ์วิทยา",NA,NA,NA,1,NA,"ปริญญาโท","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",TRUE,1,0
"asso_prof","ภาณุวัฒน์ เลิศสิทธิชัย","Panuwat Lertsithichai","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์",607,75,602,14,184,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,1,1
"prof","ภานุพันธ์ ทรงเจริญ","Panupan Songcharoen","มหาวิทยาลัยมหิดล","Mahidol University","ศัลยศาสตร์ทางมือ",517,24,422,9,25,"ปริญญาตรี","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,3,1
"asso_prof","ภารดี เอื้อวิชญาเเพทย์","Paradee Auvichayapat","มหาวิทยาลัยขอนแก่น","Khon Kaen University","สรีรวิทยา",598,30,529,14,78,"ปริญญาตรี","ข้าราชการ","natural_science","government",FALSE,1,1
"prof","ภาวนา ภูสุวรรณ","Pawana Pusuwan","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์นิวเคลียร์",185,29,172,8,135,"ปริญญาตรี","ข้าราชการ","medicine","government",FALSE,3,0
"asso_prof","ภาวิณี สุวรรณกูล","Pavinee Suwannakul","มหาวิทยาลัยมหิดล","Mahidol University","พยาธิวิทยา",NA,NA,NA,1,NA,"ปริญญาตรี","ต่ออายุราชการ","natural_science","government",TRUE,1,0
